id,longitude,latitude
77,43.919774844211545, 4.573291841100606
78,43.9197747658089, 4.57334102754997
79,43.919774597407134, 4.573390211518535
80,43.9197745189602, 4.573439397967552
81,43.91977444049114, 4.573488584416435
82,43.919770672943045, 4.573537669148355
83,43.91977059442974, 4.5735868555937875
84,43.91977042591727, 4.573636039558032
85,43.91977034735967, 4.573685226003116
86,43.91977026877991, 4.573734412448064
87,43.91977019017802, 4.573783598892877
88,43.91977011155397, 4.573832785337554
89,43.91977003290777, 4.573881971782097
90,43.92003268706447, 4.573938404293177
91,43.920032608370704, 4.573987590963853
92,43.92003243967779, 4.574036775152696
93,43.920032360939736, 4.574085961823022
94,43.92002859312265, 4.57413504673732
95,43.92002851434034, 4.574184233404194
96,43.920028435535905, 4.574233420070936
97,43.9200282667323, 4.5742826042554565
98,43.92002818788356, 4.574331790921847
99,43.92002810901267, 4.574380977588103
100,43.920028030119646, 4.574430164254221
101,43.92002795120446, 4.574479350920206
102,43.92002787226714, 4.574528537586053
103,43.92002779330766, 4.574577724251762
104,43.92002771432605, 4.574626910917339
105,43.92002754534528, 4.574676095100073
106,43.92002746631936, 4.574725281765299
107,43.920027387271304, 4.5747744684303875
108,43.92002730820111, 4.574823655095339
109,43.92002722910875, 4.574872841760157
110,43.919768106290924, 4.574914879636896
111,43.9197680271575, 4.574964066078215
112,43.91976794800194, 4.575013252519397
113,43.91976786882424, 4.575062438960441
114,43.91976778962437, 4.575111625401351
115,43.91976771040239, 4.575160811842123
116,43.919767541181265, 4.5752099957992245
117,43.91976746191498, 4.5752591822396464
118,43.91976738262653, 4.575308368679931
119,43.91976730331595, 4.57535755512008
120,43.919767223983214, 4.57540674156009
121,43.91976714462832, 4.575455927999966
122,43.91976706525131, 4.575505114439703
123,43.920025939536465, 4.575561450085052
124,43.92002586011191, 4.575610636747665
125,43.92002578066523, 4.57565982341014
126,43.92002570119638, 4.5757090100724795
127,43.92002562170538, 4.5757581967346805
128,43.92002554219225, 4.575807383396744
129,43.920025372680016, 4.575856567574107
130,43.92002529312256, 4.57590575423582
131,43.92002521354299, 4.575954940897396
132,43.92002513394127, 4.576004127558834
133,43.920025054317406, 4.576053314220133
134,43.92002497467137, 4.576102500881299
135,43.92002489500322, 4.576151687542325
136,43.920024815312914, 4.576200874203215
137,43.9200246456235, 4.576250058378781
138,43.92002456588889, 4.5762992450393165
139,43.92002448613214, 4.576348431699717
140,43.920024406353264, 4.576397618359979
141,43.920024326552216, 4.576446805020104
142,43.92002424672903, 4.5764959916800905
143,43.92002416688368, 4.576545178339939
144,43.920024087016195, 4.576594364999652
145,43.920023917149635, 4.57664354917342
146,43.92002383723785, 4.576692735832779
147,43.920023757303944, 4.576741922491999
148,43.92002367734787, 4.576791109151082
149,43.92002359736965, 4.576840295810029
150,43.920023517369295, 4.576889482468835
151,43.92002343734678, 4.576938669127506
152,43.92002335730212, 4.576987855786037
153,43.9200231872584, 4.577037039958005
154,43.9200268862005, 4.577086331049317
155,43.92002680608935, 4.577135517710614
156,43.92002663597915, 4.577184701885114
157,43.92002655582371, 4.577233888546056
158,43.92002647564614, 4.577283075206861
159,43.920026395446406, 4.577332261867529
160,43.920026315224526, 4.5773814485280555
161,43.920026234980504, 4.577430635188446
162,43.92002615471434, 4.577479821848698
163,43.92002607442603, 4.57752900850881
164,43.92002590413865, 4.577578192681507
165,43.91840454969015, 4.573475221987718
166,43.91840384136655, 4.573524389890264
167,43.91840313302082, 4.57357355779159
168,43.918402424652946, 4.573622725691696
169,43.91839802720923, 4.573671791867536
170,43.91839731879717, 4.573720959762023
171,43.91839661036295, 4.573770127655291
172,43.91839590190661, 4.573819295547339
173,43.91839888248169, 4.5738685651739175
174,43.918398173981046, 4.573917733066701
175,43.918397465458284, 4.573966900958264
176,43.91839675691337, 4.5740160688486045
177,43.918396048346345, 4.574065236737726
178,43.917878051347785, 4.574050949893838
179,43.917877342765266, 4.574100117335706
180,43.917876634160635, 4.574149284776356
181,43.91787592553385, 4.574198452215782
182,43.91787521688496, 4.574247619653988
183,43.91787450821391, 4.574296787090975
184,43.91787379952075, 4.574345954526739
185,43.920036957485, 4.574922299081854
186,43.92003336924609, 4.574971388911232
187,43.920033290087204, 4.575020575581065
188,43.920030601573885, 4.575069690234352
189,43.920030522370766, 4.575118876901666
190,43.92003044314548, 4.575168063568842
191,43.92003027392107, 4.5752172477523265
192,43.920030194651495, 4.575266434419151
193,43.92003011535977, 4.57531562108584
194,43.920030036045915, 4.575364807752394
195,43.920032566041975, 4.57541406645096
196,43.92003248668378, 4.575463253119489
197,43.92003582642817, 4.575512534180738
